Date,CountryRegion,ProvinceState,CumulativeConfirmed,DailyConfirmed,CumulativeDeaths,DailyDeaths
3/24/2020,Trinidad and Tobago,,57,6,0,0
3/25/2020,Trinidad and Tobago,,60,3,1,1
3/26/2020,Trinidad and Tobago,,65,5,1,0
1/22/2020,Tunisia,,0,0,0,0
1/23/2020,Tunisia,,0,0,0,0
1/24/2020,Tunisia,,0,0,0,0
1/25/2020,Tunisia,,0,0,0,0
1/26/2020,Tunisia,,0,0,0,0
1/27/2020,Tunisia,,0,0,0,0
1/28/2020,Tunisia,,0,0,0,0
1/29/2020,Tunisia,,0,0,0,0
1/30/2020,Tunisia,,0,0,0,0
1/31/2020,Tunisia,,0,0,0,0
2/1/2020,Tunisia,,0,0,0,0
2/2/2020,Tunisia,,0,0,0,0
2/3/2020,Tunisia,,0,0,0,0
2/4/2020,Tunisia,,0,0,0,0
2/5/2020,Tunisia,,0,0,0,0
2/6/2020,Tunisia,,0,0,0,0
2/7/2020,Tunisia,,0,0,0,0
2/8/2020,Tunisia,,0,0,0,0
2/9/2020,Tunisia,,0,0,0,0
2/10/2020,Tunisia,,0,0,0,0
2/11/2020,Tunisia,,0,0,0,0
2/12/2020,Tunisia,,0,0,0,0
2/13/2020,Tunisia,,0,0,0,0
2/14/2020,Tunisia,,0,0,0,0
2/15/2020,Tunisia,,0,0,0,0
2/16/2020,Tunisia,,0,0,0,0
2/17/2020,Tunisia,,0,0,0,0
2/18/2020,Tunisia,,0,0,0,0
2/19/2020,Tunisia,,0,0,0,0
2/20/2020,Tunisia,,0,0,0,0
2/21/2020,Tunisia,,0,0,0,0
2/22/2020,Tunisia,,0,0,0,0
2/23/2020,Tunisia,,0,0,0,0
2/24/2020,Tunisia,,0,0,0,0
2/25/2020,Tunisia,,0,0,0,0
2/26/2020,Tunisia,,0,0,0,0
2/27/2020,Tunisia,,0,0,0,0
2/28/2020,Tunisia,,0,0,0,0
2/29/2020,Tunisia,,0,0,0,0
3/1/2020,Tunisia,,0,0,0,0
3/2/2020,Tunisia,,0,0,0,0
3/3/2020,Tunisia,,0,0,0,0
3/4/2020,Tunisia,,1,1,0,0
3/5/2020,Tunisia,,1,0,0,0
3/6/2020,Tunisia,,1,0,0,0
3/7/2020,Tunisia,,1,0,0,0
3/8/2020,Tunisia,,2,1,0,0
3/9/2020,Tunisia,,2,0,0,0
3/10/2020,Tunisia,,5,3,0,0
3/11/2020,Tunisia,,7,2,0,0
3/12/2020,Tunisia,,7,0,0,0
3/13/2020,Tunisia,,16,9,0,0
3/14/2020,Tunisia,,18,2,0,0
3/15/2020,Tunisia,,18,0,0,0
3/16/2020,Tunisia,,20,2,0,0
3/17/2020,Tunisia,,24,4,0,0
3/18/2020,Tunisia,,29,5,0,0
3/19/2020,Tunisia,,39,10,1,1
3/20/2020,Tunisia,,54,15,1,0
3/21/2020,Tunisia,,60,6,1,0
3/22/2020,Tunisia,,75,15,3,2
3/23/2020,Tunisia,,89,14,3,0
3/24/2020,Tunisia,,114,25,4,1
3/25/2020,Tunisia,,173,59,5,1
3/26/2020,Tunisia,,197,24,6,1
1/22/2020,Turkey,,0,0,0,0
1/23/2020,Turkey,,0,0,0,0
1/24/2020,Turkey,,0,0,0,0
1/25/2020,Turkey,,0,0,0,0
1/26/2020,Turkey,,0,0,0,0
1/27/2020,Turkey,,0,0,0,0
1/28/2020,Turkey,,0,0,0,0
1/29/2020,Turkey,,0,0,0,0
1/30/2020,Turkey,,0,0,0,0
1/31/2020,Turkey,,0,0,0,0
2/1/2020,Turkey,,0,0,0,0
2/2/2020,Turkey,,0,0,0,0
2/3/2020,Turkey,,0,0,0,0
2/4/2020,Turkey,,0,0,0,0
2/5/2020,Turkey,,0,0,0,0
2/6/2020,Turkey,,0,0,0,0
2/7/2020,Turkey,,0,0,0,0
2/8/2020,Turkey,,0,0,0,0
2/9/2020,Turkey,,0,0,0,0
2/10/2020,Turkey,,0,0,0,0
2/11/2020,Turkey,,0,0,0,0
2/12/2020,Turkey,,0,0,0,0
2/13/2020,Turkey,,0,0,0,0
2/14/2020,Turkey,,0,0,0,0
2/15/2020,Turkey,,0,0,0,0
2/16/2020,Turkey,,0,0,0,0
2/17/2020,Turkey,,0,0,0,0
2/18/2020,Turkey,,0,0,0,0
2/19/2020,Turkey,,0,0,0,0
2/20/2020,Turkey,,0,0,0,0
2/21/2020,Turkey,,0,0,0,0
2/22/2020,Turkey,,0,0,0,0
2/23/2020,Turkey,,0,0,0,0
2/24/2020,Turkey,,0,0,0,0
2/25/2020,Turkey,,0,0,0,0
2/26/2020,Turkey,,0,0,0,0
2/27/2020,Turkey,,0,0,0,0
2/28/2020,Turkey,,0,0,0,0
2/29/2020,Turkey,,0,0,0,0
3/1/2020,Turkey,,0,0,0,0
3/2/2020,Turkey,,0,0,0,0
3/3/2020,Turkey,,0,0,0,0
3/4/2020,Turkey,,0,0,0,0
3/5/2020,Turkey,,0,0,0,0
3/6/2020,Turkey,,0,0,0,0
3/7/2020,Turkey,,0,0,0,0
3/8/2020,Turkey,,0,0,0,0
3/9/2020,Turkey,,0,0,0,0
3/10/2020,Turkey,,0,0,0,0
3/11/2020,Turkey,,1,1,0,0
3/12/2020,Turkey,,1,0,0,0
3/13/2020,Turkey,,5,4,0,0
3/14/2020,Turkey,,5,0,0,0
3/15/2020,Turkey,,6,1,0,0
3/16/2020,Turkey,,18,12,0,0
3/17/2020,Turkey,,47,29,1,1
3/18/2020,Turkey,,98,51,1,0
3/19/2020,Turkey,,192,94,3,2
3/20/2020,Turkey,,359,167,4,1
3/21/2020,Turkey,,670,311,9,5
3/22/2020,Turkey,,1236,566,30,21
3/23/2020,Turkey,,1529,293,37,7
3/24/2020,Turkey,,1872,343,44,7
3/25/2020,Turkey,,2433,561,59,15
3/26/2020,Turkey,,3629,1196,75,16
1/22/2020,Uganda,,0,0,0,0
1/23/2020,Uganda,,0,0,0,0
1/24/2020,Uganda,,0,0,0,0
1/25/2020,Uganda,,0,0,0,0
1/26/2020,Uganda,,0,0,0,0
1/27/2020,Uganda,,0,0,0,0
1/28/2020,Uganda,,0,0,0,0
1/29/2020,Uganda,,0,0,0,0
1/30/2020,Uganda,,0,0,0,0
1/31/2020,Uganda,,0,0,0,0
2/1/2020,Uganda,,0,0,0,0
2/2/2020,Uganda,,0,0,0,0
2/3/2020,Uganda,,0,0,0,0
2/4/2020,Uganda,,0,0,0,0
2/5/2020,Uganda,,0,0,0,0
2/6/2020,Uganda,,0,0,0,0
2/7/2020,Uganda,,0,0,0,0
2/8/2020,Uganda,,0,0,0,0
2/9/2020,Uganda,,0,0,0,0
2/10/2020,Uganda,,0,0,0,0
2/11/2020,Uganda,,0,0,0,0
2/12/2020,Uganda,,0,0,0,0
2/13/2020,Uganda,,0,0,0,0
2/14/2020,Uganda,,0,0,0,0
2/15/2020,Uganda,,0,0,0,0
2/16/2020,Uganda,,0,0,0,0
2/17/2020,Uganda,,0,0,0,0
2/18/2020,Uganda,,0,0,0,0
2/19/2020,Uganda,,0,0,0,0
2/20/2020,Uganda,,0,0,0,0
2/21/2020,Uganda,,0,0,0,0
2/22/2020,Uganda,,0,0,0,0
2/23/2020,Uganda,,0,0,0,0
2/24/2020,Uganda,,0,0,0,0
2/25/2020,Uganda,,0,0,0,0
2/26/2020,Uganda,,0,0,0,0
2/27/2020,Uganda,,0,0,0,0
2/28/2020,Uganda,,0,0,0,0
2/29/2020,Uganda,,0,0,0,0
3/1/2020,Uganda,,0,0,0,0
3/2/2020,Uganda,,0,0,0,0
3/3/2020,Uganda,,0,0,0,0
3/4/2020,Uganda,,0,0,0,0
3/5/2020,Uganda,,0,0,0,0
3/6/2020,Uganda,,0,0,0,0
3/7/2020,Uganda,,0,0,0,0
3/8/2020,Uganda,,0,0,0,0
3/9/2020,Uganda,,0,0,0,0
3/10/2020,Uganda,,0,0,0,0
3/11/2020,Uganda,,0,0,0,0
3/12/2020,Uganda,,0,0,0,0
3/13/2020,Uganda,,0,0,0,0
3/14/2020,Uganda,,0,0,0,0
3/15/2020,Uganda,,0,0,0,0
3/16/2020,Uganda,,0,0,0,0
3/17/2020,Uganda,,0,0,0,0
3/18/2020,Uganda,,0,0,0,0
3/19/2020,Uganda,,0,0,0,0
3/20/2020,Uganda,,0,0,0,0
3/21/2020,Uganda,,1,1,0,0
3/22/2020,Uganda,,1,0,0,0
3/23/2020,Uganda,,9,8,0,0
3/24/2020,Uganda,,9,0,0,0
3/25/2020,Uganda,,14,5,0,0
3/26/2020,Uganda,,14,0,0,0
1/22/2020,Ukraine,,0,0,0,0
1/23/2020,Ukraine,,0,0,0,0
1/24/2020,Ukraine,,0,0,0,0
1/25/2020,Ukraine,,0,0,0,0
1/26/2020,Ukraine,,0,0,0,0
1/27/2020,Ukraine,,0,0,0,0
1/28/2020,Ukraine,,0,0,0,0
1/29/2020,Ukraine,,0,0,0,0
1/30/2020,Ukraine,,0,0,0,0
1/31/2020,Ukraine,,0,0,0,0
2/1/2020,Ukraine,,0,0,0,0
2/2/2020,Ukraine,,0,0,0,0
2/3/2020,Ukraine,,0,0,0,0
2/4/2020,Ukraine,,0,0,0,0
2/5/2020,Ukraine,,0,0,0,0
2/6/2020,Ukraine,,0,0,0,0
2/7/2020,Ukraine,,0,0,0,0
2/8/2020,Ukraine,,0,0,0,0
2/9/2020,Ukraine,,0,0,0,0
2/10/2020,Ukraine,,0,0,0,0
2/11/2020,Ukraine,,0,0,0,0
2/12/2020,Ukraine,,0,0,0,0
2/13/2020,Ukraine,,0,0,0,0
2/14/2020,Ukraine,,0,0,0,0
2/15/2020,Ukraine,,0,0,0,0
2/16/2020,Ukraine,,0,0,0,0
2/17/2020,Ukraine,,0,0,0,0
2/18/2020,Ukraine,,0,0,0,0
2/19/2020,Ukraine,,0,0,0,0
2/20/2020,Ukraine,,0,0,0,0
2/21/2020,Ukraine,,0,0,0,0
2/22/2020,Ukraine,,0,0,0,0
2/23/2020,Ukraine,,0,0,0,0
2/24/2020,Ukraine,,0,0,0,0
2/25/2020,Ukraine,,0,0,0,0
2/26/2020,Ukraine,,0,0,0,0
2/27/2020,Ukraine,,0,0,0,0
2/28/2020,Ukraine,,0,0,0,0
2/29/2020,Ukraine,,0,0,0,0
3/1/2020,Ukraine,,0,0,0,0
3/2/2020,Ukraine,,0,0,0,0
3/3/2020,Ukraine,,1,1,0,0
3/4/2020,Ukraine,,1,0,0,0
3/5/2020,Ukraine,,1,0,0,0
3/6/2020,Ukraine,,1,0,0,0
3/7/2020,Ukraine,,1,0,0,0
3/8/2020,Ukraine,,1,0,0,0
3/9/2020,Ukraine,,1,0,0,0
3/10/2020,Ukraine,,1,0,0,0
3/11/2020,Ukraine,,1,0,0,0
3/12/2020,Ukraine,,1,0,0,0
3/13/2020,Ukraine,,3,2,1,1
3/14/2020,Ukraine,,3,0,1,0
3/15/2020,Ukraine,,3,0,1,0
3/16/2020,Ukraine,,7,4,1,0
3/17/2020,Ukraine,,14,7,2,1
3/18/2020,Ukraine,,14,0,2,0
3/19/2020,Ukraine,,16,2,2,0
3/20/2020,Ukraine,,29,13,3,1
3/21/2020,Ukraine,,47,18,3,0
3/22/2020,Ukraine,,73,26,3,0
3/23/2020,Ukraine,,73,0,3,0
3/24/2020,Ukraine,,97,24,3,0
3/25/2020,Ukraine,,145,48,5,2
3/26/2020,Ukraine,,196,51,5,0
1/22/2020,United Arab Emirates,,0,0,0,0
1/23/2020,United Arab Emirates,,0,0,0,0
1/24/2020,United Arab Emirates,,0,0,0,0
1/25/2020,United Arab Emirates,,0,0,0,0
1/26/2020,United Arab Emirates,,0,0,0,0
1/27/2020,United Arab Emirates,,0,0,0,0
1/28/2020,United Arab Emirates,,0,0,0,0
1/29/2020,United Arab Emirates,,4,4,0,0
1/30/2020,United Arab Emirates,,4,0,0,0
1/31/2020,United Arab Emirates,,4,0,0,0
2/1/2020,United Arab Emirates,,4,0,0,0
2/2/2020,United Arab Emirates,,5,1,0,0
2/3/2020,United Arab Emirates,,5,0,0,0
2/4/2020,United Arab Emirates,,5,0,0,0
2/5/2020,United Arab Emirates,,5,0,0,0
2/6/2020,United Arab Emirates,,5,0,0,0
2/7/2020,United Arab Emirates,,5,0,0,0
2/8/2020,United Arab Emirates,,7,2,0,0
2/9/2020,United Arab Emirates,,7,0,0,0
2/10/2020,United Arab Emirates,,8,1,0,0
2/11/2020,United Arab Emirates,,8,0,0,0
2/12/2020,United Arab Emirates,,8,0,0,0
2/13/2020,United Arab Emirates,,8,0,0,0
2/14/2020,United Arab Emirates,,8,0,0,0
2/15/2020,United Arab Emirates,,8,0,0,0
2/16/2020,United Arab Emirates,,9,1,0,0
2/17/2020,United Arab Emirates,,9,0,0,0
2/18/2020,United Arab Emirates,,9,0,0,0
2/19/2020,United Arab Emirates,,9,0,0,0
2/20/2020,United Arab Emirates,,9,0,0,0
2/21/2020,United Arab Emirates,,9,0,0,0
2/22/2020,United Arab Emirates,,13,4,0,0
2/23/2020,United Arab Emirates,,13,0,0,0
2/24/2020,United Arab Emirates,,13,0,0,0
2/25/2020,United Arab Emirates,,13,0,0,0
2/26/2020,United Arab Emirates,,13,0,0,0
2/27/2020,United Arab Emirates,,13,0,0,0
2/28/2020,United Arab Emirates,,19,6,0,0
2/29/2020,United Arab Emirates,,21,2,0,0
3/1/2020,United Arab Emirates,,21,0,0,0
3/2/2020,United Arab Emirates,,21,0,0,0
3/3/2020,United Arab Emirates,,27,6,0,0
3/4/2020,United Arab Emirates,,27,0,0,0
3/5/2020,United Arab Emirates,,29,2,0,0
3/6/2020,United Arab Emirates,,29,0,0,0
3/7/2020,United Arab Emirates,,45,16,0,0
3/8/2020,United Arab Emirates,,45,0,0,0
3/9/2020,United Arab Emirates,,45,0,0,0
3/10/2020,United Arab Emirates,,74,29,0,0
3/11/2020,United Arab Emirates,,74,0,0,0
3/12/2020,United Arab Emirates,,85,11,0,0
3/13/2020,United Arab Emirates,,85,0,0,0
3/14/2020,United Arab Emirates,,85,0,0,0
3/15/2020,United Arab Emirates,,98,13,0,0
3/16/2020,United Arab Emirates,,98,0,0,0
3/17/2020,United Arab Emirates,,98,0,0,0
3/18/2020,United Arab Emirates,,113,15,0,0
3/19/2020,United Arab Emirates,,140,27,0,0
3/20/2020,United Arab Emirates,,140,0,2,2
3/21/2020,United Arab Emirates,,153,13,2,0
3/22/2020,United Arab Emirates,,153,0,2,0
3/23/2020,United Arab Emirates,,198,45,2,0
3/24/2020,United Arab Emirates,,248,50,2,0
3/25/2020,United Arab Emirates,,333,85,2,0
3/26/2020,United Arab Emirates,,333,0,2,0
1/22/2020,United Kingdom,Bermuda,0,0,0,0
1/23/2020,United Kingdom,Bermuda,0,0,0,0
1/24/2020,United Kingdom,Bermuda,0,0,0,0
1/25/2020,United Kingdom,Bermuda,0,0,0,0
1/26/2020,United Kingdom,Bermuda,0,0,0,0
1/27/2020,United Kingdom,Bermuda,0,0,0,0
1/28/2020,United Kingdom,Bermuda,0,0,0,0
1/29/2020,United Kingdom,Bermuda,0,0,0,0
1/30/2020,United Kingdom,Bermuda,0,0,0,0
1/31/2020,United Kingdom,Bermuda,0,0,0,0
2/1/2020,United Kingdom,Bermuda,0,0,0,0
2/2/2020,United Kingdom,Bermuda,0,0,0,0
2/3/2020,United Kingdom,Bermuda,0,0,0,0
2/4/2020,United Kingdom,Bermuda,0,0,0,0
2/5/2020,United Kingdom,Bermuda,0,0,0,0
2/6/2020,United Kingdom,Bermuda,0,0,0,0
2/7/2020,United Kingdom,Bermuda,0,0,0,0
2/8/2020,United Kingdom,Bermuda,0,0,0,0
2/9/2020,United Kingdom,Bermuda,0,0,0,0
2/10/2020,United Kingdom,Bermuda,0,0,0,0
2/11/2020,United Kingdom,Bermuda,0,0,0,0
2/12/2020,United Kingdom,Bermuda,0,0,0,0
2/13/2020,United Kingdom,Bermuda,0,0,0,0
2/14/2020,United Kingdom,Bermuda,0,0,0,0
2/15/2020,United Kingdom,Bermuda,0,0,0,0
2/16/2020,United Kingdom,Bermuda,0,0,0,0
2/17/2020,United Kingdom,Bermuda,0,0,0,0
2/18/2020,United Kingdom,Bermuda,0,0,0,0
2/19/2020,United Kingdom,Bermuda,0,0,0,0
2/20/2020,United Kingdom,Bermuda,0,0,0,0
2/21/2020,United Kingdom,Bermuda,0,0,0,0
2/22/2020,United Kingdom,Bermuda,0,0,0,0
2/23/2020,United Kingdom,Bermuda,0,0,0,0
2/24/2020,United Kingdom,Bermuda,0,0,0,0
2/25/2020,United Kingdom,Bermuda,0,0,0,0
2/26/2020,United Kingdom,Bermuda,0,0,0,0
2/27/2020,United Kingdom,Bermuda,0,0,0,0
2/28/2020,United Kingdom,Bermuda,0,0,0,0
2/29/2020,United Kingdom,Bermuda,0,0,0,0
3/1/2020,United Kingdom,Bermuda,0,0,0,0
3/2/2020,United Kingdom,Bermuda,0,0,0,0
3/3/2020,United Kingdom,Bermuda,0,0,0,0
3/4/2020,United Kingdom,Bermuda,0,0,0,0
3/5/2020,United Kingdom,Bermuda,0,0,0,0
3/6/2020,United Kingdom,Bermuda,0,0,0,0
3/7/2020,United Kingdom,Bermuda,0,0,0,0
3/8/2020,United Kingdom,Bermuda,0,0,0,0
3/9/2020,United Kingdom,Bermuda,0,0,0,0
3/10/2020,United Kingdom,Bermuda,0,0,0,0
3/11/2020,United Kingdom,Bermuda,0,0,0,0
3/12/2020,United Kingdom,Bermuda,0,0,0,0
3/13/2020,United Kingdom,Bermuda,0,0,0,0
3/14/2020,United Kingdom,Bermuda,0,0,0,0
3/15/2020,United Kingdom,Bermuda,0,0,0,0
3/16/2020,United Kingdom,Bermuda,0,0,0,0
3/17/2020,United Kingdom,Bermuda,0,0,0,0
3/18/2020,United Kingdom,Bermuda,0,0,0,0
3/19/2020,United Kingdom,Bermuda,2,2,0,0
3/20/2020,United Kingdom,Bermuda,2,0,0,0
3/21/2020,United Kingdom,Bermuda,2,0,0,0
3/22/2020,United Kingdom,Bermuda,2,0,0,0
3/23/2020,United Kingdom,Bermuda,6,4,0,0
3/24/2020,United Kingdom,Bermuda,6,0,0,0
3/25/2020,United Kingdom,Bermuda,7,1,0,0
3/26/2020,United Kingdom,Bermuda,15,8,0,0
1/22/2020,United Kingdom,Cayman Islands,0,0,0,0
1/23/2020,United Kingdom,Cayman Islands,0,0,0,0
1/24/2020,United Kingdom,Cayman Islands,0,0,0,0
1/25/2020,United Kingdom,Cayman Islands,0,0,0,0
1/26/2020,United Kingdom,Cayman Islands,0,0,0,0
1/27/2020,United Kingdom,Cayman Islands,0,0,0,0
1/28/2020,United Kingdom,Cayman Islands,0,0,0,0
1/29/2020,United Kingdom,Cayman Islands,0,0,0,0
1/30/2020,United Kingdom,Cayman Islands,0,0,0,0
1/31/2020,United Kingdom,Cayman Islands,0,0,0,0
2/1/2020,United Kingdom,Cayman Islands,0,0,0,0
2/2/2020,United Kingdom,Cayman Islands,0,0,0,0
2/3/2020,United Kingdom,Cayman Islands,0,0,0,0
2/4/2020,United Kingdom,Cayman Islands,0,0,0,0
2/5/2020,United Kingdom,Cayman Islands,0,0,0,0
2/6/2020,United Kingdom,Cayman Islands,0,0,0,0
2/7/2020,United Kingdom,Cayman Islands,0,0,0,0
2/8/2020,United Kingdom,Cayman Islands,0,0,0,0
2/9/2020,United Kingdom,Cayman Islands,0,0,0,0
2/10/2020,United Kingdom,Cayman Islands,0,0,0,0
2/11/2020,United Kingdom,Cayman Islands,0,0,0,0
2/12/2020,United Kingdom,Cayman Islands,0,0,0,0
2/13/2020,United Kingdom,Cayman Islands,0,0,0,0
2/14/2020,United Kingdom,Cayman Islands,0,0,0,0
2/15/2020,United Kingdom,Cayman Islands,0,0,0,0
2/16/2020,United Kingdom,Cayman Islands,0,0,0,0
2/17/2020,United Kingdom,Cayman Islands,0,0,0,0
2/18/2020,United Kingdom,Cayman Islands,0,0,0,0
2/19/2020,United Kingdom,Cayman Islands,0,0,0,0
2/20/2020,United Kingdom,Cayman Islands,0,0,0,0
2/21/2020,United Kingdom,Cayman Islands,0,0,0,0
2/22/2020,United Kingdom,Cayman Islands,0,0,0,0
2/23/2020,United Kingdom,Cayman Islands,0,0,0,0
2/24/2020,United Kingdom,Cayman Islands,0,0,0,0
2/25/2020,United Kingdom,Cayman Islands,0,0,0,0
2/26/2020,United Kingdom,Cayman Islands,0,0,0,0
2/27/2020,United Kingdom,Cayman Islands,0,0,0,0
2/28/2020,United Kingdom,Cayman Islands,0,0,0,0
2/29/2020,United Kingdom,Cayman Islands,0,0,0,0
3/1/2020,United Kingdom,Cayman Islands,0,0,0,0
3/2/2020,United Kingdom,Cayman Islands,0,0,0,0
3/3/2020,United Kingdom,Cayman Islands,0,0,0,0
3/4/2020,United Kingdom,Cayman Islands,0,0,0,0
3/5/2020,United Kingdom,Cayman Islands,0,0,0,0
3/6/2020,United Kingdom,Cayman Islands,0,0,0,0
3/7/2020,United Kingdom,Cayman Islands,0,0,0,0
3/8/2020,United Kingdom,Cayman Islands,0,0,0,0
3/9/2020,United Kingdom,Cayman Islands,0,0,0,0
3/10/2020,United Kingdom,Cayman Islands,0,0,0,0
3/11/2020,United Kingdom,Cayman Islands,0,0,0,0
3/12/2020,United Kingdom,Cayman Islands,0,0,0,0
3/13/2020,United Kingdom,Cayman Islands,1,1,0,0
3/14/2020,United Kingdom,Cayman Islands,1,0,0,0
3/15/2020,United Kingdom,Cayman Islands,1,0,0,0
3/16/2020,United Kingdom,Cayman Islands,1,0,1,1
3/17/2020,United Kingdom,Cayman Islands,1,0,1,0
3/18/2020,United Kingdom,Cayman Islands,1,0,1,0
3/19/2020,United Kingdom,Cayman Islands,3,2,1,0
3/20/2020,United Kingdom,Cayman Islands,3,0,1,0
3/21/2020,United Kingdom,Cayman Islands,3,0,1,0
3/22/2020,United Kingdom,Cayman Islands,3,0,1,0
3/23/2020,United Kingdom,Cayman Islands,5,2,1,0
3/24/2020,United Kingdom,Cayman Islands,6,1,1,0
3/25/2020,United Kingdom,Cayman Islands,8,2,1,0
3/26/2020,United Kingdom,Cayman Islands,8,0,1,0
1/22/2020,United Kingdom,Channel Islands,0,0,0,0
1/23/2020,United Kingdom,Channel Islands,0,0,0,0
1/24/2020,United Kingdom,Channel Islands,0,0,0,0
1/25/2020,United Kingdom,Channel Islands,0,0,0,0
1/26/2020,United Kingdom,Channel Islands,0,0,0,0
1/27/2020,United Kingdom,Channel Islands,0,0,0,0
1/28/2020,United Kingdom,Channel Islands,0,0,0,0
1/29/2020,United Kingdom,Channel Islands,0,0,0,0
1/30/2020,United Kingdom,Channel Islands,0,0,0,0
1/31/2020,United Kingdom,Channel Islands,0,0,0,0
2/1/2020,United Kingdom,Channel Islands,0,0,0,0
2/2/2020,United Kingdom,Channel Islands,0,0,0,0
2/3/2020,United Kingdom,Channel Islands,0,0,0,0
2/4/2020,United Kingdom,Channel Islands,0,0,0,0
2/5/2020,United Kingdom,Channel Islands,0,0,0,0
2/6/2020,United Kingdom,Channel Islands,0,0,0,0
2/7/2020,United Kingdom,Channel Islands,0,0,0,0
2/8/2020,United Kingdom,Channel Islands,0,0,0,0
2/9/2020,United Kingdom,Channel Islands,0,0,0,0
2/10/2020,United Kingdom,Channel Islands,0,0,0,0
2/11/2020,United Kingdom,Channel Islands,0,0,0,0
2/12/2020,United Kingdom,Channel Islands,0,0,0,0
2/13/2020,United Kingdom,Channel Islands,0,0,0,0
2/14/2020,United Kingdom,Channel Islands,0,0,0,0
2/15/2020,United Kingdom,Channel Islands,0,0,0,0
2/16/2020,United Kingdom,Channel Islands,0,0,0,0
2/17/2020,United Kingdom,Channel Islands,0,0,0,0
2/18/2020,United Kingdom,Channel Islands,0,0,0,0
2/19/2020,United Kingdom,Channel Islands,0,0,0,0
2/20/2020,United Kingdom,Channel Islands,0,0,0,0
2/21/2020,United Kingdom,Channel Islands,0,0,0,0
2/22/2020,United Kingdom,Channel Islands,0,0,0,0
2/23/2020,United Kingdom,Channel Islands,0,0,0,0
2/24/2020,United Kingdom,Channel Islands,0,0,0,0
2/25/2020,United Kingdom,Channel Islands,0,0,0,0
2/26/2020,United Kingdom,Channel Islands,0,0,0,0
2/27/2020,United Kingdom,Channel Islands,0,0,0,0
2/28/2020,United Kingdom,Channel Islands,0,0,0,0
2/29/2020,United Kingdom,Channel Islands,0,0,0,0
3/1/2020,United Kingdom,Channel Islands,0,0,0,0
3/2/2020,United Kingdom,Channel Islands,0,0,0,0
3/3/2020,United Kingdom,Channel Islands,0,0,0,0
3/4/2020,United Kingdom,Channel Islands,0,0,0,0
3/5/2020,United Kingdom,Channel Islands,0,0,0,0
3/6/2020,United Kingdom,Channel Islands,0,0,0,0
3/7/2020,United Kingdom,Channel Islands,0,0,0,0
3/8/2020,United Kingdom,Channel Islands,0,0,0,0
3/9/2020,United Kingdom,Channel Islands,0,0,0,0
3/10/2020,United Kingdom,Channel Islands,1,1,0,0
3/11/2020,United Kingdom,Channel Islands,2,1,0,0
3/12/2020,United Kingdom,Channel Islands,2,0,0,0
3/13/2020,United Kingdom,Channel Islands,2,0,0,0
3/14/2020,United Kingdom,Channel Islands,2,0,0,0
3/15/2020,United Kingdom,Channel Islands,3,1,0,0
3/16/2020,United Kingdom,Channel Islands,6,3,0,0
3/17/2020,United Kingdom,Channel Islands,6,0,0,0
3/18/2020,United Kingdom,Channel Islands,6,0,0,0
3/19/2020,United Kingdom,Channel Islands,11,5,0,0
3/20/2020,United Kingdom,Channel Islands,14,3,0,0
3/21/2020,United Kingdom,Channel Islands,32,18,0,0
3/22/2020,United Kingdom,Channel Islands,32,0,0,0
3/23/2020,United Kingdom,Channel Islands,36,4,0,0
3/24/2020,United Kingdom,Channel Islands,36,0,0,0
3/25/2020,United Kingdom,Channel Islands,46,10,0,0
3/26/2020,United Kingdom,Channel Islands,66,20,1,1
1/22/2020,United Kingdom,Gibraltar,0,0,0,0
1/23/2020,United Kingdom,Gibraltar,0,0,0,0
1/24/2020,United Kingdom,Gibraltar,0,0,0,0
1/25/2020,United Kingdom,Gibraltar,0,0,0,0
1/26/2020,United Kingdom,Gibraltar,0,0,0,0
1/27/2020,United Kingdom,Gibraltar,0,0,0,0
1/28/2020,United Kingdom,Gibraltar,0,0,0,0
1/29/2020,United Kingdom,Gibraltar,0,0,0,0
1/30/2020,United Kingdom,Gibraltar,0,0,0,0
1/31/2020,United Kingdom,Gibraltar,0,0,0,0
2/1/2020,United Kingdom,Gibraltar,0,0,0,0
2/2/2020,United Kingdom,Gibraltar,0,0,0,0
2/3/2020,United Kingdom,Gibraltar,0,0,0,0
2/4/2020,United Kingdom,Gibraltar,0,0,0,0
2/5/2020,United Kingdom,Gibraltar,0,0,0,0
2/6/2020,United Kingdom,Gibraltar,0,0,0,0
2/7/2020,United Kingdom,Gibraltar,0,0,0,0
2/8/2020,United Kingdom,Gibraltar,0,0,0,0
2/9/2020,United Kingdom,Gibraltar,0,0,0,0
2/10/2020,United Kingdom,Gibraltar,0,0,0,0
2/11/2020,United Kingdom,Gibraltar,0,0,0,0
2/12/2020,United Kingdom,Gibraltar,0,0,0,0
2/13/2020,United Kingdom,Gibraltar,0,0,0,0
2/14/2020,United Kingdom,Gibraltar,0,0,0,0
2/15/2020,United Kingdom,Gibraltar,0,0,0,0
2/16/2020,United Kingdom,Gibraltar,0,0,0,0
2/17/2020,United Kingdom,Gibraltar,0,0,0,0
2/18/2020,United Kingdom,Gibraltar,0,0,0,0
2/19/2020,United Kingdom,Gibraltar,0,0,0,0
2/20/2020,United Kingdom,Gibraltar,0,0,0,0
2/21/2020,United Kingdom,Gibraltar,0,0,0,0
2/22/2020,United Kingdom,Gibraltar,0,0,0,0
2/23/2020,United Kingdom,Gibraltar,0,0,0,0
2/24/2020,United Kingdom,Gibraltar,0,0,0,0
